 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> xullo 25, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\8Li_silicon.txt

 Ion = Lithium [3] , Mass = 8,0208 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 120,00 MeV   5,338E+01  2,768E-02    1,28 mm    53,86 um    19,62 um  
 130,00 MeV   5,013E+01  2,575E-02    1,47 mm    60,59 um    22,44 um  
 140,00 MeV   4,729E+01  2,409E-02    1,68 mm    67,40 um    25,42 um  
 150,00 MeV   4,479E+01  2,263E-02    1,90 mm    74,30 um    28,57 um  
 160,00 MeV   4,257E+01  2,135E-02    2,12 mm    81,29 um    31,87 um  
 170,00 MeV   4,058E+01  2,021E-02    2,36 mm    88,37 um    35,33 um  
 180,00 MeV   3,879E+01  1,919E-02    2,62 mm    95,56 um    38,93 um  
 200,00 MeV   3,569E+01  1,745E-02    3,15 mm   122,61 um    46,60 um  
 225,00 MeV   3,252E+01  1,568E-02    3,89 mm   161,26 um    57,02 um  
 250,00 MeV   2,993E+01  1,425E-02    4,69 mm   197,75 um    68,32 um  
 275,00 MeV   2,776E+01  1,307E-02    5,55 mm   233,41 um    80,48 um  
 300,00 MeV   2,592E+01  1,207E-02    6,49 mm   268,81 um    93,48 um  
 325,00 MeV   2,434E+01  1,123E-02    7,48 mm   304,25 um   107,30 um  
 350,00 MeV   2,297E+01  1,049E-02    8,54 mm   339,88 um   121,91 um  
 375,00 MeV   2,176E+01  9,854E-03    9,66 mm   375,81 um   137,30 um  
 400,00 MeV   2,070E+01  9,291E-03   10,83 mm   412,08 um   153,45 um  
 450,00 MeV   1,889E+01  8,344E-03   13,36 mm   547,51 um   187,98 um  
 500,00 MeV   1,742E+01  7,579E-03   16,12 mm   674,09 um   225,36 um  
 550,00 MeV   1,619E+01  6,947E-03   19,09 mm   796,89 um   265,47 um  
